,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,bol_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,profit_ma,entry_volume
148,2023-10-06 10:00:00,27675.3,27788.0,27653.0,27657.0,6604.811,183085134.5612,2023-10-06 10:00:00,5.197e-05,-0.000482,64022.749,56.94,27641.07,27487.81,27564.44,27717.71,27411.17,27794.34,27334.54,6.83,-16.19,23.02,28.91,17.25,15.77,18.36,2794.785642857144,270.84,-92.56000000000132,-222.43,5.59,27568.23,27629.18,60.70999999999913,-245.83000000000172,-27.81999999999971,-88.77000000000044,-13.060000000000002,26.94,11.66,23.020000000000003,306.5400000000009,,,27864.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6166.941
149,2023-10-06 11:00:00,27657.0,27761.9,27602.3,27748.0,4480.77,123998120.5726,2023-10-06 11:00:00,5.197e-05,-0.000466,64194.843,62.15,27674.64,27489.2,27581.92,27767.36,27396.48,27860.08,27303.76,20.37,-8.87,29.25,26.12,18.65,15.84,18.37,2986.9928571428586,192.2,-166.08000000000175,-10.79,-0.38,27592.72,27676.7,19.360000000000586,-351.52000000000044,-71.29999999999927,-155.27999999999884,-7.850000000000001,32.15,7.470000000000002,29.24,370.880000000001,,,27864.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6166.941
150,2023-10-06 12:00:00,27748.0,27755.0,27165.4,27231.4,25134.244,689444505.8771,2023-10-06 12:00:00,5.197e-05,-0.000447,64482.006,35.71,27659.21,27437.86,27548.54,27769.89,27327.19,27880.56,27216.51,-10.46,-9.19,-1.26,18.87,34.04,16.75,18.81,4570.103785714287,1583.11,317.1399999999994,121.47,-25.43,27557.65,27498.58,538.489999999998,95.78999999999724,267.1800000000003,326.25,-34.29,5.710000000000001,-15.169999999999998,-1.2700000000000014,442.7000000000007,EntryPreparationState,lower,27864.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6166.941
151,2023-10-06 13:00:00,27231.4,27696.2,27132.0,27510.9,24205.726,663591771.8505,2023-10-06 13:00:00,5.197e-05,-0.00055,62714.889,48.48,27655.3,27434.6,27544.95,27765.66,27324.25,27876.01,27213.9,-12.2,-9.79,-2.4,14.67,27.78,17.76,19.26,6227.090285714287,1656.98,34.04999999999927,1.23,-5.19,27556.92,27503.51,254.7599999999984,-186.65000000000143,-7.390000000003056,46.0199999999968,-21.520000000000003,18.48,-13.11,-2.41,441.4099999999999,PositionState,lower,27864.2,27655.5,0.0,-144.59999999999854,0.0,-144.59999999999854,-72.29999999999927,0,-60.79000000000087,6166.941
152,2023-10-09 02:00:00,27945.7,27971.5,27906.2,27919.8,1357.404,37915835.6178,2023-10-09 02:00:00,-2.543e-05,-0.000665,65012.079,53.19,27932.64,27848.98,27890.81,27974.47,27807.15,28016.3,27765.32,1.91,-2.32,4.23,19.79,20.32,11.47,13.11,2900.1996428571447,-23.68,-28.989999999997963,14.93,2.55,27890.03,27904.94,54.67000000000189,-112.64999999999782,-14.860000000000582,-29.77000000000044,-16.810000000000002,23.19,-0.5300000000000011,4.23,167.3199999999997,,,27530.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8968.111
153,2023-10-09 03:00:00,27919.8,27944.8,27898.0,27907.4,905.797,25287366.5436,2023-10-09 03:00:00,-2.543e-05,-0.000516,65178.346,51.83,27934.67,27850.1,27892.39,27976.96,27807.82,28019.24,27765.54,3.01,-1.25,4.26,19.07,20.22,10.86,13.02,2063.86892857143,-836.33,-15.010000000002035,7.29,-1.61,27895.53,27905.92,69.55999999999767,-99.58000000000176,-1.4800000000032014,-11.87000000000262,-18.17,21.83,-1.1499999999999986,4.26,169.13999999999942,,,27530.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8968.111
154,2023-10-09 04:00:00,27907.4,27932.1,27907.4,27917.2,681.952,19043187.6567,2023-10-09 04:00:00,-2.543e-05,-0.000497,65217.845,52.85,27937.78,27851.73,27894.75,27980.8,27808.7,28023.83,27765.67,4.61,-0.08,4.69,18.69,19.82,10.29,12.94,1849.7837857142877,-214.08,-22.450000000000728,5.44,-0.69,27899.45,27910.43,63.59999999999855,-108.5,-6.770000000000437,-17.75,-17.15,22.85,-1.129999999999999,4.69,172.09999999999854,,,27530.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8968.111
155,2023-10-09 05:00:00,27917.2,27921.4,27844.3,27846.3,1899.461,52944124.4631,2023-10-09 05:00:00,-2.543e-05,-0.000596,65440.508,45.33,27933.65,27846.62,27890.14,27977.17,27803.1,28020.69,27759.58,0.16,-0.03,0.19,17.5,23.74,10.64,13.16,1870.4695000000013,20.68,43.84000000000015,5.81,-5.48,27894.38,27884.78,130.86999999999898,-43.20000000000073,38.47999999999956,48.08000000000175,-24.67,15.329999999999998,-6.239999999999998,0.19,174.0699999999997,,,27530.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8968.111
156,2023-10-09 06:00:00,27846.3,27898.4,27840.3,27889.3,1018.165,28379666.9886,2023-10-09 06:00:00,-2.543e-05,-0.000453,65090.478,49.98,27930.5,27849.61,27890.06,27970.95,27809.16,28011.39,27768.72,0.1,0.0,0.11,16.65,22.92,11.01,13.48,1833.3477857142875,-37.12,0.7600000000020373,-15.9,-1.22,27892.84,27886.58,81.65000000000146,-80.13999999999942,-2.719999999997526,3.540000000000873,-20.020000000000003,19.98,-6.270000000000003,0.1,161.79000000000087,,,27530.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8968.111
157,2023-10-09 07:00:00,27889.3,27894.5,27800.0,27802.1,2337.842,65058108.8367,2023-10-09 07:00:00,-2.543e-05,-0.000408,65017.912,42.15,27921.69,27841.67,27881.68,27961.7,27801.66,28001.71,27761.65,-6.89,-1.38,-5.51,15.33,24.48,11.86,13.36,1940.3546428571444,107.0,79.58000000000175,-7.96,-3.72,27881.65,27852.79,159.60000000000218,-0.4399999999986903,50.69000000000233,79.55000000000291,-27.85,12.15,-9.15,-5.51,160.04000000000087,,,27530.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8968.111
158,2023-10-09 08:00:00,27802.1,27828.3,27690.3,27732.3,6969.704,193484680.3724,2023-10-09 08:00:00,-1.491e-05,-0.000628,65077.204,37.13,27915.92,27818.98,27867.45,27964.39,27770.51,28012.86,27722.04,-17.87,-4.67,-13.19,13.64,30.55,13.75,14.09,2204.3407857142874,263.98,135.15000000000146,24.59,-9.07,27863.13,27804.59,232.09000000000012,38.20999999999913,72.29000000000087,130.83000000000175,-32.87,7.130000000000003,-16.91,-13.2,193.88000000000105,EntryPreparationState,lower,27530.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8968.111
159,2023-10-09 09:00:00,27732.3,27783.6,27400.0,27530.7,18780.707,517811880.5926,2023-10-09 09:00:00,-1.491e-05,-0.00043,65227.334,27.1,27925.01,27745.75,27835.38,28014.64,27656.12,28104.27,27566.49,-42.34,-12.21,-30.13,10.25,41.75,17.09,15.68,3429.502857142859,1225.16,304.6800000000003,167.32,-16.28,27832.31,27695.03,483.9399999999987,125.41999999999824,164.3299999999981,301.6100000000006,-42.9,-2.8999999999999986,-31.5,-30.130000000000003,358.52000000000044,PositionState,lower,27530.7,27664.1,0.0,-133.39999999999782,139.79999999999927,-133.39999999999782,-1.2555555555550706,0,88.11999999999898,8968.111
160,2023-10-10 06:00:00,27597.1,27648.0,27597.0,27645.0,1892.976,52298640.9815,2023-10-10 06:00:00,9.735e-05,-0.000423,64758.608,51.25,27684.84,27534.89,27609.87,27759.82,27459.92,27834.79,27384.94,-27.31,-48.19,20.88,18.43,23.16,26.63,30.61,2823.036571428573,-1185.28,-35.13000000000102,13.33,3.36,27598.66,27618.36,114.81999999999972,-185.08000000000172,-26.639999999999414,-46.34000000000015,-18.75,21.25,-4.73,20.88,299.90000000000146,,,27384.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15721.659
161,2023-10-10 07:00:00,27645.0,27705.0,27627.1,27637.3,2826.67,78197208.7229,2023-10-10 07:00:00,9.735e-05,-0.000459,64851.418,50.61,27686.34,27538.62,27612.48,27760.2,27464.76,27834.06,27390.89,-22.26,-43.0,20.74,21.41,21.91,24.81,29.35,2481.778714285716,-341.25,-24.81999999999971,5.31,7.09,27605.46,27625.93,122.90000000000146,-172.54000000000087,-11.36999999999898,-31.840000000000146,-19.39,20.61,-0.5,20.74,295.4400000000023,,,27384.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15721.659
162,2023-10-10 08:00:00,27637.3,27721.7,27632.6,27660.3,2851.143,78915560.6082,2023-10-10 08:00:00,2.403e-05,-0.000497,64816.458,52.51,27687.33,27546.73,27617.03,27757.63,27476.43,27827.93,27406.13,-16.21,-37.65,21.43,21.24,20.53,23.15,28.28,1937.6747857142875,-544.1,-43.27000000000044,-13.86,4.18,27614.47,27639.68,97.33000000000176,-183.86999999999895,-20.61999999999898,-45.82999999999811,-17.490000000000002,22.51,0.7099999999999973,21.44,281.2000000000007,,,27384.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15721.659
163,2023-10-10 09:00:00,27660.3,27666.1,27629.8,27651.3,1689.056,46697373.6441,2023-10-10 09:00:00,2.403e-05,-0.000378,65165.793,51.67,27691.1,27549.49,27620.3,27761.9,27478.69,27832.71,27407.88,-12.01,-32.52,20.5,20.67,20.19,21.58,27.21,1840.836214285716,-96.83,-31.0,-0.55,-0.39,27627.15,27644.32,110.60000000000218,-172.61000000000058,-6.979999999999563,-24.149999999997817,-18.33,21.67,0.4800000000000004,20.510000000000005,283.2100000000028,,,27384.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15721.659
164,2023-10-10 10:00:00,27651.3,27660.0,27585.6,27599.9,2104.681,58135771.678,2023-10-10 10:00:00,2.403e-05,-0.000407,65050.278,47.06,27685.88,27550.83,27618.35,27753.4,27483.3,27820.93,27415.78,-12.68,-28.55,15.86,19.52,22.38,20.53,26.43,1830.6053571428583,-10.23,18.44999999999709,-8.84,-3.9,27629.36,27626.55,153.5,-116.60000000000218,26.649999999997817,29.459999999999127,-22.94,17.060000000000002,-2.8599999999999994,15.87,270.1000000000022,,,27384.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15721.659
165,2023-10-10 11:00:00,27599.9,27602.1,27482.0,27494.7,4899.444,134981077.364,2023-10-10 11:00:00,2.403e-05,-0.00056,65331.899,39.33,27667.93,27545.22,27606.58,27729.28,27483.87,27790.63,27422.52,-21.46,-27.13,5.67,17.79,28.03,20.66,26.19,2091.2850000000017,260.67,111.88000000000102,-33.19,-8.53,27610.54,27573.81,234.5799999999981,-10.830000000001746,79.11000000000058,115.84000000000016,-30.67,9.329999999999998,-10.240000000000002,5.669999999999998,245.40999999999983,,,27384.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15721.659
166,2023-10-10 12:00:00,27494.7,27518.6,27392.1,27411.0,5899.723,162043621.0251,2023-10-10 12:00:00,2.403e-05,-0.000626,65705.92,34.47,27646.18,27529.72,27587.95,27704.4,27471.5,27762.63,27413.27,-34.76,-28.66,-6.1,16.17,31.95,21.53,26.36,2409.6585000000014,318.37,176.95000000000073,-36.63,-7.26,27587.27,27508.68,293.40000000000146,60.5,97.68000000000028,176.27000000000044,-35.53,4.469999999999999,-15.779999999999998,-6.099999999999998,232.90000000000143,EntryPreparationState,lower,27384.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15721.659
167,2023-10-10 13:00:00,27411.0,27464.0,27323.0,27384.0,8098.193,221768629.2925,2023-10-10 13:00:00,2.403e-05,-0.000372,66322.2,33.05,27641.73,27495.32,27568.52,27714.94,27422.11,27788.15,27348.9,-46.95,-32.32,-14.62,14.57,33.63,22.81,26.91,2932.9730000000013,523.31,184.52000000000044,35.04,-4.9,27564.51,27458.81,330.9399999999987,38.11000000000058,74.81000000000131,180.5099999999984,-36.95,3.049999999999997,-19.06,-14.630000000000004,292.8299999999981,PositionState,lower,27384.0,27273.7,0.0,110.29999999999929,388.5,-69.90000000000146,99.90476190476208,0,302.52000000000044,15721.659
168,2023-10-11 09:00:00,27098.2,27275.0,27080.0,27273.7,8734.6,237495671.1338,2023-10-11 09:00:00,7.159e-05,-0.00029434,69384.57,47.98,27422.92,27100.05,27261.49,27584.36,26938.61,27745.79,26777.18,-110.76,-105.79,-4.97,18.65,26.25,27.59,22.67,4622.58942857143,140.31,-12.209999999999129,-16.09,12.29,27131.11,27156.29,310.65999999999985,-335.09000000000015,-117.40999999999984,-142.59000000000017,-22.020000000000003,17.979999999999997,-7.600000000000001,-4.969999999999999,645.75,,lower,26675.4,27273.7,110.29999999999929,0.0,0.0,0.0,0.0,0,0.0,12801.303
169,2023-10-11 10:00:00,27273.7,27337.0,27204.6,27268.4,8080.012,220294705.9531,2023-10-11 10:00:00,7.159e-05,-0.00025733,68483.888,47.71,27419.95,27104.34,27262.14,27577.75,26946.54,27735.55,26788.74,-96.62,-103.95,7.33,20.76,24.29,26.18,21.38,4831.370714285716,208.78,-6.260000000002037,-16.45,12.33,27113.15,27201.13,309.34999999999854,-321.8600000000006,-67.27000000000044,-155.25,-22.29,17.71,-3.5299999999999976,7.329999999999998,631.2099999999991,,,26675.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12801.303
170,2023-10-11 11:00:00,27268.4,27288.0,27159.9,27182.5,5464.989,148782209.1774,2023-10-11 11:00:00,7.159e-05,-0.00048993,68306.82,43.43,27410.98,27098.14,27254.56,27567.4,26941.72,27723.82,26785.3,-91.28,-101.42,10.13,19.25,25.05,25.24,20.36,5003.660642857145,172.28,72.06000000000131,-12.13,-0.16,27122.02,27193.68,384.9000000000015,-240.77999999999884,11.180000000000293,-60.47999999999956,-26.57,13.43,-5.800000000000001,10.14,625.6800000000003,,,26675.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12801.303
171,2023-10-11 12:00:00,27182.5,27250.0,27027.0,27160.4,9034.336,245175437.621,2023-10-11 12:00:00,7.159e-05,-0.00028396,68764.50999999,42.38,27399.01,27092.17,27245.59,27552.43,26938.75,27705.86,26785.32,-87.83,-98.7,10.87,16.95,29.18,25.33,20.14,5594.9784285714295,591.31,85.18999999999869,-22.34,-7.94,27140.34,27180.36,392.0299999999989,-221.65000000000143,19.959999999999127,-20.06000000000131,-27.62,12.380000000000004,-12.23,10.870000000000005,613.6800000000003,,,26675.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12801.303
172,2023-10-11 13:00:00,27160.4,27175.2,27064.0,27133.7,3765.676,102089793.4955,2023-10-11 13:00:00,7.159e-05,-0.00017435,68416.23,41.08,27388.13,27081.74,27234.93,27541.33,26928.54,27694.53,26775.34,-86.25,-96.21,9.96,15.93,27.42,25.41,19.8,5797.113571428573,202.13,101.22999999999956,-15.86,-1.56,27142.88,27161.7,407.630000000001,-205.15999999999983,28.0,9.180000000000293,-28.92,11.079999999999998,-11.490000000000002,9.959999999999994,612.7900000000009,,,26675.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12801.303
173,2023-10-11 14:00:00,27133.7,27155.3,27010.0,27084.1,4395.837,119010240.3482,2023-10-11 14:00:00,7.159e-05,-0.00029535,68635.923,38.72,27375.11,27066.03,27220.57,27529.65,26911.48,27684.19,26756.94,-87.98,-94.56,6.57,14.68,28.18,25.85,19.65,6018.258714285716,221.14,136.47000000000116,-5.71,-3.02,27140.94,27130.66,445.5500000000029,-172.61999999999898,46.56000000000131,56.84000000000015,-31.28,8.719999999999999,-13.5,6.579999999999998,618.1700000000019,,,26675.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12801.303
174,2023-10-11 15:00:00,27084.1,27091.4,26706.8,26770.9,26880.373,721639673.5481,2023-10-11 15:00:00,7.159e-05,-0.00023212,69091.27,27.81,27356.0,26999.49,27177.74,27534.25,26821.23,27712.5,26642.98,-113.33,-98.32,-15.01,12.0,37.42,27.67,21.82,7876.457357142858,1858.19,406.84000000000015,83.16,-13.17,27108.96,26986.75,763.3499999999985,50.32999999999811,215.84999999999852,338.0599999999977,-42.19,-2.1900000000000013,-25.42,-15.010000000000003,713.0200000000004,EntryPreparationState,lower,26675.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12801.303
175,2023-10-11 16:00:00,26770.9,26782.3,26588.0,26675.4,18533.158,494675259.9669,2023-10-11 16:00:00,0.0001,-0.0002344,69870.306,25.46,27334.65,26925.14,27129.9,27539.41,26720.39,27744.16,26515.64,-139.51,-106.55,-32.95,10.92,39.56,29.75,24.05,7875.809500000001,-0.64,454.5,110.59,-5.89,27071.92,26862.21,864.0099999999984,44.98999999999796,186.80999999999767,396.5199999999968,-44.54,-4.539999999999999,-28.64,-32.959999999999994,819.0200000000004,PositionState,lower,26675.4,26818.5,0.0,-143.09999999999854,52.60000000000218,-214.39999999999785,-79.17272727272587,0,93.86000000000058,12801.303
176,2023-10-26 05:00:00,34715.8,34717.3,34518.4,34537.5,2898.242,100320323.4822,2023-10-26 05:00:00,0.0001,0.00034401,58968.951,52.58,34726.5,34379.73,34553.11,34899.88,34206.34,35073.27,34032.96,167.96,203.98,-36.02,20.13,17.41,27.95,32.49,5231.56285714286,-1177.89,15.610000000000582,-178.94,-4.91,34653.75,34652.42,362.3799999999974,-331.1600000000035,114.91999999999824,116.25,-17.42,22.58,2.719999999999999,-36.01999999999998,693.5400000000009,,upper,34270.7,34537.5,-250.40000000000143,0.0,0.0,0.0,0.0,0,0.0,5867.406
177,2023-10-26 06:00:00,34537.5,34659.7,34402.9,34626.8,5018.219,173243745.724,2023-10-26 06:00:00,0.0001,0.00018443,58581.074,55.01,34714.16,34406.1,34560.13,34868.19,34252.07,35022.22,34098.04,154.77,194.14,-39.37,18.9,19.09,25.99,31.32,4160.260357142859,-1071.3,-66.67000000000553,-138.37,-3.9,34660.22,34642.17,241.38999999999945,-374.7300000000032,15.369999999995343,33.419999999998254,-14.990000000000002,25.01,-0.1900000000000012,-39.369999999999976,616.1200000000026,,,34270.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5867.406
178,2023-10-26 07:00:00,34626.8,34800.0,34556.3,34660.9,6443.302,223663314.5705,2023-10-26 07:00:00,0.0001,0.00023281,58862.371,55.93,34691.28,34448.17,34569.73,34812.84,34326.62,34934.39,34205.06,145.39,184.39,-38.99,21.17,17.97,24.71,30.54,4126.657642857145,-33.6,-91.16999999999824,-161.59,2.16,34664.43,34649.66,151.93999999999505,-334.27999999999884,-11.239999999997965,3.529999999998836,-14.07,25.93,3.200000000000003,-39.0,486.2199999999939,,,34270.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5867.406
179,2023-10-26 08:00:00,34660.9,34769.4,34515.4,34540.0,5144.442,178072897.6804,2023-10-26 08:00:00,0.0001,0.0002403,58657.995,51.85,34672.09,34461.7,34566.9,34777.29,34356.5,34882.48,34251.31,126.74,172.86,-46.11,19.86,17.86,23.33,29.79,4151.7097142857165,25.05,26.90000000000145,-120.77,1.07,34668.32,34605.79,237.29000000000087,-183.5,65.79000000000087,128.3199999999997,-18.15,21.85,2.0,-46.12000000000002,420.7900000000009,,,34270.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5867.406
180,2023-10-26 09:00:00,34540.0,34604.9,34420.0,34442.6,4170.072,143795444.4534,2023-10-26 09:00:00,0.0001,0.00035084,58835.084,48.76,34664.96,34445.16,34555.06,34774.86,34335.25,34884.76,34225.35,102.91,158.87,-55.95,18.95,19.42,21.75,29.01,4227.714714285716,76.0,112.45999999999913,-16.72,-3.78,34642.61,34540.51,332.26000000000204,-107.34999999999854,97.91000000000348,200.01000000000204,-21.24,18.76,-0.4700000000000024,-55.96000000000001,439.6100000000006,,,34270.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5867.406
181,2023-10-26 10:00:00,34442.6,34480.0,34105.0,34291.3,11276.602,386891269.9319,2023-10-26 10:00:00,0.0001,0.0004181,59240.086,44.34,34660.74,34399.13,34529.94,34791.55,34268.32,34922.36,34137.52,71.0,141.3,-70.29,17.21,25.34,21.56,28.73,4552.2812142857165,324.56,238.63999999999945,81.19,-8.56,34597.62,34440.83,500.25,-22.9800000000032,149.52999999999884,306.3199999999997,-25.66,14.340000000000003,-8.129999999999999,-70.30000000000001,523.2300000000032,,,34270.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5867.406
182,2023-10-26 11:00:00,34291.3,34338.9,33965.0,34111.6,9979.292,340569339.3028,2023-10-26 11:00:00,0.0001,0.00027309,59407.873,39.73,34652.56,34327.63,34490.09,34815.02,34165.17,34977.48,34002.71,30.86,119.21,-88.34,15.66,26.43,21.85,28.62,4959.911500000002,407.63,378.489999999998,143.3,-4.37,34525.67,34309.13,703.4199999999983,53.56999999999971,197.52999999999884,414.0699999999997,-30.270000000000003,9.729999999999997,-10.77,-88.35,649.8499999999985,EntryPreparationState,lower,34270.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5867.406
183,2023-10-26 12:00:00,34111.6,34353.7,34089.3,34270.7,7007.45,239943266.9987,2023-10-26 12:00:00,0.0001,0.00013902,59233.711,45.16,34644.87,34293.53,34469.2,34820.55,34117.85,34996.22,33942.18,11.75,97.72,-85.96,15.02,24.74,22.03,27.89,5253.583357142858,293.67,198.5,76.31,-0.5,34466.35,34293.76,549.8500000000058,-152.84999999999854,23.060000000004948,195.65000000000143,-24.840000000000003,15.159999999999997,-9.72,-85.97,702.7000000000044,PositionState,lower,34270.7,34251.7,0.0,19.0,484.5,0.0,170.499999999998,0,127.66000000000348,5867.406
184,2023-10-27 11:00:00,34088.0,34116.2,33973.7,34067.0,4076.42,138765042.1084,2023-10-27 11:00:00,0.0001,0.0005497,59161.622,47.06,34248.96,34012.91,34130.93,34366.99,33894.88,34485.02,33776.85,-47.11,-58.43,11.31,14.28,23.15,21.39,22.76,3159.730285714288,176.88,63.93000000000029,-12.22,-3.9,34110.71,34092.13,299.989999999998,-172.12000000000262,25.12999999999738,43.70999999999913,-22.94,17.060000000000002,-8.87,11.32,472.1100000000006,,,33612.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2714.146
185,2023-10-27 12:00:00,34067.0,34240.8,33888.0,34152.4,8308.097,283132894.0718,2023-10-27 12:00:00,0.0001,0.00044122,58766.739,49.97,34231.35,34034.61,34132.98,34329.71,33936.24,34428.08,33837.88,-39.73,-54.69,14.95,16.63,20.57,20.62,21.95,3607.894642857144,448.16,-19.419999999998254,-85.55,4.21,34113.0,34116.24,177.30999999999767,-216.1600000000035,-36.16000000000349,-39.400000000001455,-20.03,19.97,-3.940000000000001,14.96,393.4700000000012,,,33612.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2714.146
186,2023-10-27 13:00:00,34152.4,34220.0,34112.2,34177.8,3325.111,113639631.4738,2023-10-27 13:00:00,0.0001,0.00060547,58854.577,50.84,34232.48,34042.02,34137.25,34327.7,33946.79,34422.93,33851.56,-31.47,-50.04,18.57,16.04,19.84,19.9,21.61,3681.899928571431,74.0,-40.55000000000291,-49.84,2.49,34120.57,34140.86,149.89999999999418,-231.01000000000204,-36.94000000000233,-57.2300000000032,-19.16,20.840000000000003,-3.8000000000000007,18.57,380.9099999999962,,,33612.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2714.146
187,2023-10-27 14:00:00,34177.8,34185.4,33848.5,33921.2,8445.787,286956167.3012,2023-10-27 14:00:00,0.0001,0.00059429,59076.558,42.78,34217.1,34016.24,34116.67,34317.53,33915.81,34417.96,33815.38,-45.1,-49.05,3.95,14.33,26.06,20.55,22.34,4005.811928571431,323.91,195.4700000000012,18.8,-8.51,34100.23,34052.99,396.33000000000175,-5.389999999999418,131.79000000000087,179.0300000000061,-27.22,12.78,-11.73,3.949999999999996,401.7200000000012,,,33612.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2714.146
188,2023-10-27 15:00:00,33921.2,34149.9,33818.0,34008.4,8152.615,277097963.8506,2023-10-27 15:00:00,0.0001,0.0002464,59317.208,45.92,34208.39,34004.32,34106.36,34310.43,33902.29,34412.46,33800.26,-48.32,-48.91,0.58,12.88,24.35,21.28,22.75,4199.440000000002,193.62,97.95999999999913,-3.75,-1.45,34072.06,34035.15,302.02999999999884,-106.11000000000058,26.75,63.65999999999622,-24.08,15.920000000000002,-11.47,0.5899999999999963,408.1399999999994,,,33612.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2714.146
189,2023-10-27 16:00:00,34008.4,34047.6,33844.4,33875.9,2912.997,98852318.9219,2023-10-27 16:00:00,0.0001,3.998e-05,59383.343,42.14,34194.44,33974.38,34084.41,34304.47,33864.35,34414.5,33754.32,-60.85,-51.3,-9.55,12.07,22.82,21.96,23.11,4113.190000000001,-86.25,208.51000000000204,24.88,-0.72,34062.42,33971.45,428.5699999999997,-11.55000000000291,95.54999999999563,186.5199999999968,-27.86,12.14,-10.75,-9.550000000000004,440.1200000000026,,,33612.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2714.146
